ix_key,V_x,V_y,blockKey,corner_legA_skel,corner_legB_skel,theta_deg,R_authored,R_used,d_A,d_B,vertex_match_dist,vertex_matched,bezier_consumed_span_len,arc_span_present,prevMeta_skip,nextMeta_skip,prevMeta_terminal,nextMeta_terminal,prevMeta_tl,prevMeta_sw,nextMeta_tl,nextMeta_sw,prevMeta_edgeOrd,nextMeta_edgeOrd,cw_plus_tl_sw_A,cw_plus_tl_sw_B,arc_R,cusp_safeMax,cusp_totalMax,cusp_fired,cusp_scale_k,dCorner,ramp_min_fired,pad_area_m2,pad_selfintersects,pad_ring_vertex_count,failure_mode,notes
"68.80,378.00",68.80,378.00,"278.5,353.5",motorway-link-42,motorway-link-42,8.81,,0.000,0.00,0.00,0.092,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.092 (likely notConvex or R<=0.05)
"682.10,606.50",682.10,606.50,,south-tucker-boulevard,ozark-expressway-1,56.61,,0.000,1.53,0.00,17.075,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 17.075m exceeds TOL=0.5
"682.10,606.50",682.10,606.50,,south-tucker-boulevard,motorway-link-16,87.68,,0.000,0.00,0.00,2.090,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 2.090m exceeds TOL=0.5
"682.10,606.50",682.10,606.50,,ozark-expressway-1,motorway-link-16,182.11,,0.000,0.00,1.53,0.630,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 0.630m exceeds TOL=0.5
"686.10,588.40",686.10,588.40,,motorway-link-16,motorway-2,80.65,,0.000,0.00,0.00,4.966,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 4.966m exceeds TOL=0.5
"686.10,588.40",686.10,588.40,,motorway-link-16,motorway-2,83.64,,0.000,0.00,0.00,1.240,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 1.240m exceeds TOL=0.5
"686.10,588.40",686.10,588.40,,motorway-2,motorway-link-16,95.51,,0.000,0.00,0.00,6.090,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 6.090m exceeds TOL=0.5
"686.10,588.40",686.10,588.40,"663.5,524.5",motorway-2,motorway-link-16,100.20,,0.000,0.00,0.00,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"688.00,584.20",688.00,584.20,,motorway-link-16,motorway-link-17,84.26,,0.000,0.00,0.00,6.331,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 6.331m exceeds TOL=0.5
"688.00,584.20",688.00,584.20,,motorway-link-16,motorway-link-17,84.67,,0.000,0.00,0.00,4.973,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 4.973m exceeds TOL=0.5
"688.00,584.20",688.00,584.20,,motorway-link-17,motorway-link-16,95.16,,0.000,0.00,0.00,1.432,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 1.432m exceeds TOL=0.5
"688.00,584.20",688.00,584.20,,motorway-link-17,motorway-link-16,95.91,,0.000,0.00,0.00,7.627,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 7.627m exceeds TOL=0.5
"690.90,-449.90",690.90,-449.90,"653.5,-236.0",chouteau-avenue-1,truman-parkway-2,60.90,,3.017,1.99,14.30,0.000,1,4.381,1,0,0,sidewalk,sidewalk,12.78,1.52,12.78,1.52,,,2.715,2.715,3.017,2.715,14.681,1,0.163,2.715,0,11.117,0,34,ok,
"690.90,-449.90",690.90,-449.90,"677.5,-465.0",chouteau-avenue-1,south-18th-street-5,57.70,,2.937,2.00,5.91,0.000,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"693.60,147.00",693.60,147.00,"641.5,65.0",carroll-street-0,dillon-street,89.83,,3.354,1.52,1.52,0.001,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"693.60,147.00",693.60,147.00,"696.5,166.0",dillon-street,carroll-street-0,90.20,,0.000,0.00,1.52,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"694.30,590.00",694.30,590.00,,motorway-2,south-tucker-boulevard,115.81,,0.000,0.00,1.53,16.390,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 16.390m exceeds TOL=0.5
"694.30,590.00",694.30,590.00,,motorway-2,south-tucker-boulevard,116.30,,0.000,0.00,4.90,2.089,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 2.089m exceeds TOL=0.5
"694.30,590.00",694.30,590.00,"593.5,577.0",south-tucker-boulevard,motorway-2,63.47,,0.000,4.90,0.00,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"694.30,590.00",694.30,590.00,"854.5,16.5",south-tucker-boulevard,motorway-2,64.42,,0.000,1.53,0.00,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"696.50,587.00",696.50,587.00,,south-tucker-boulevard,motorway-link-17,71.98,,0.000,4.90,0.00,6.305,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 6.305m exceeds TOL=0.5
"696.50,587.00",696.50,587.00,,south-tucker-boulevard,motorway-link-17,72.02,,0.000,1.53,0.00,4.703,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 4.703m exceeds TOL=0.5
"70.40,-614.90",70.40,-614.90,"162.0,-645.0",south-22nd-street,chouteau-avenue-0,89.80,,3.353,1.52,2.00,0.000,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"70.40,-614.90",70.40,-614.90,"55.0,-767.0",chouteau-avenue-0,south-22nd-street,90.16,,3.860,2.00,1.74,0.000,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"700.30,-320.90",700.30,-320.90,"730.5,-252.0",lasalle-lane,grattan-street,90.83,,4.500,2.90,8.55,0.001,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"700.30,-320.90",700.30,-320.90,"854.5,16.5",grattan-street,lasalle-lane,89.18,,4.500,8.55,2.90,0.001,1,0.000,1,0,0,sidewalk,sidewalk,1.37,1.52,7.03,1.52,29,30,4.050,1.624,4.500,4.050,8.931,1,0.429,4.050,0,16.709,0,34,ok,
"704.00,-379.70",704.00,-379.70,"716.0,-420.5",truman-parkway-1,secondary-link-29,30.26,,3.407,3.65,2.90,0.001,1,7.774,1,0,0,sidewalk,sidewalk,1.37,1.52,2.13,1.52,,,3.066,2.511,3.407,3.066,4.031,1,0.736,3.066,0,9.931,1,34,selfint,
"704.50,-446.50",704.50,-446.50,"680.0,-504.0",chouteau-avenue-1,south-18th-street-6,61.26,,3.043,2.00,2.77,0.001,1,1.224,0,1,0,,sidewalk,,,1.25,1.52,,,2.739,2.739,3.043,2.739,3.151,1,0.851,2.739,0,9.988,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"704.50,-446.50",704.50,-446.50,"716.0,-420.5",chouteau-avenue-1,truman-parkway-1,65.17,,3.156,1.99,3.65,0.001,1,2.698,1,0,1,sidewalk,,2.13,1.52,,,,,2.840,2.840,3.156,2.840,4.031,1,0.674,2.840,0,10.390,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"713.10,23.70",713.10,23.70,,park-avenue-3,dillon-street,78.49,,0.000,0.00,1.52,11.434,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 11.434m exceeds TOL=0.5
"713.10,23.70",713.10,23.70,,dillon-street,park-avenue-3,101.74,,0.000,0.00,0.00,10.789,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 10.789m exceeds TOL=0.5
"713.10,23.70",713.10,23.70,"641.5,65.0",dillon-street,park-avenue-3,101.10,,4.107,1.52,4.69,0.000,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"713.10,23.70",713.10,23.70,"696.5,166.0",park-avenue-3,dillon-street,78.66,,0.000,4.69,0.00,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"714.70,13.10",714.70,13.10,,park-avenue-0,dillon-street,77.36,,0.000,0.00,0.00,10.989,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 10.989m exceeds TOL=0.5
"714.70,13.10",714.70,13.10,,dillon-street,park-avenue-0,102.61,,0.000,1.52,0.00,11.280,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 11.280m exceeds TOL=0.5
"714.70,13.10",714.70,13.10,"684.5,-98.0",park-avenue-0,dillon-drive,83.29,,4.500,4.69,2.90,0.000,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"714.70,13.10",714.70,13.10,"854.5,16.5",dillon-drive,park-avenue-0,96.75,,4.500,2.90,4.69,0.000,1,0.000,0,0,1,sidewalk,,2.46,1.52,,,,,4.050,4.050,4.500,4.050,4.365,1,0.921,4.050,0,15.311,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"715.70,399.10",715.70,399.10,"657.0,431.0",soulard-street,south-13th-street,90.85,,3.411,1.52,5.50,0.000,1,0.000,0,1,1,none,,0.00,0.00,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"715.70,399.10",715.70,399.10,"854.5,16.5",south-13th-street,soulard-street,90.12,,0.000,5.50,0.00,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"719.80,310.10",719.80,310.10,"696.5,166.0",lafayette-avenue-1,south-14th-street-0,108.97,,4.500,7.77,1.52,0.001,1,0.000,1,0,1,sidewalk,,0.00,1.52,,,1,,1.905,1.905,4.500,4.050,1.905,0,1.000,1.905,0,8.515,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"719.80,310.10",719.80,310.10,"844.5,140.5",south-14th-street-0,south-14th-street-0,29.52,,0.000,0.00,0.00,0.024,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.024 (likely notConvex or R<=0.05)
"719.80,310.10",719.80,310.10,"854.5,16.5",south-14th-street-0,lafayette-avenue-9,27.02,,1.756,1.52,7.77,0.000,1,9.393,1,0,0,sidewalk,sidewalk,3.56,4.21,2.46,1.52,14,,0.996,1.581,1.756,1.581,8.151,1,0.154,1.581,0,9.216,0,34,ok,
"720.30,594.90",720.30,594.90,"657.0,431.0",motorway-link-17,motorway-link-17,7.69,,0.000,0.00,0.00,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"724.40,-417.80",724.40,-417.80,"671.5,-235.0",grattan-street,secondary-link-29,15.44,,0.000,0.00,2.90,0.003,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.003 (likely notConvex or R<=0.05)
"725.60,-29.10",725.60,-29.10,"684.5,-98.0",dillon-drive,rutger-lane,89.98,,4.500,2.90,2.90,0.000,1,0.000,1,0,1,sidewalk,,1.37,1.52,,,,,3.277,3.277,4.500,4.050,3.277,0,1.000,3.277,0,15.253,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"725.60,-29.10",725.60,-29.10,"684.5,-98.0",rutger-lane,dillon-drive,90.95,,4.500,2.90,2.90,0.000,1,0.000,1,0,0,sidewalk,sidewalk,1.37,1.52,1.37,1.52,,,3.277,3.277,4.500,4.050,3.277,0,1.000,3.277,0,15.090,0,34,ok,
"725.60,-29.10",725.60,-29.10,"854.5,16.5",rutger-lane,dillon-drive,85.57,,4.500,2.90,2.90,0.000,1,0.000,1,1,0,,sidewalk,,,1.37,1.52,,25,3.277,3.277,4.500,4.050,3.277,0,1.000,3.277,0,16.000,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"725.60,-29.10",725.60,-29.10,"854.5,16.5",dillon-drive,rutger-lane,93.50,,4.500,2.90,2.90,0.000,1,0.000,1,0,1,sidewalk,,1.37,1.52,,,25,,3.277,3.277,4.500,4.050,3.277,0,1.000,3.277,0,14.658,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"728.50,543.50",728.50,543.50,"854.5,16.5",south-tucker-boulevard,emmet-street,88.12,,3.274,1.53,2.90,0.001,1,0.000,1,0,1,sidewalk,,1.37,1.52,,,9,,2.947,2.947,3.274,2.947,3.277,1,0.886,2.947,0,8.952,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"728.50,543.50",728.50,543.50,"854.5,16.5",emmet-street,south-tucker-boulevard,92.27,,3.504,2.90,1.53,0.000,1,0.000,1,1,0,,sidewalk,,,1.37,1.52,,9,3.153,3.153,3.504,3.153,3.277,1,0.957,3.153,0,9.789,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"733.20,-558.40",733.20,-558.40,"706.0,-628.0",papin-street-1,south-17th-street,91.09,,4.500,6.97,2.90,0.000,1,4.315,0,1,0,,sidewalk,,,4.39,1.52,,,4.050,4.050,4.500,4.050,6.291,1,0.621,4.050,0,16.357,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"733.20,-558.40",733.20,-558.40,"822.5,-563.5",south-17th-street,papin-street-1,90.05,,4.500,2.90,6.97,0.001,1,0.000,0,1,1,lawn,lawn,0.00,0.00,0.00,0.00,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"733.20,-558.40",733.20,-558.40,"854.5,16.5",south-17th-street,papin-street-1,88.83,,3.301,2.90,1.52,0.000,1,0.000,1,0,0,sidewalk,sidewalk,4.39,1.52,1.37,1.52,33,0,1.650,2.971,3.301,2.971,6.291,1,0.438,2.971,0,9.029,0,34,ok,
"733.20,-558.40",733.20,-558.40,"854.5,16.5",papin-street-1,south-17th-street,90.03,,3.365,1.52,2.90,0.000,1,0.000,1,0,1,sidewalk,,1.37,1.52,,,0,,3.029,3.029,3.365,3.029,3.277,1,0.914,3.029,0,9.257,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"736.70,-437.80",736.70,-437.80,"716.0,-420.5",secondary-link-29,chouteau-avenue-1,61.53,,3.036,2.90,1.99,0.001,1,1.126,1,1,0,,sidewalk,,,1.37,1.52,,,2.733,2.733,3.036,2.733,3.277,1,0.812,2.733,0,12.291,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"736.70,-437.80",736.70,-437.80,"854.5,16.5",chouteau-avenue-1,secondary-link-29,119.19,,4.500,1.99,2.90,0.000,1,0.000,1,0,0,sidewalk,sidewalk,7.03,1.52,4.39,1.52,30,33,2.917,4.050,4.500,4.050,8.931,1,0.429,4.050,0,8.925,1,34,selfint,
"748.00,-614.90",748.00,-614.90,"808.0,-638.0",south-17th-street,singleton-street,90.13,,3.371,2.90,1.52,0.000,1,0.000,1,0,1,sidewalk,,12.72,1.52,,,,,3.033,3.033,3.371,3.033,14.625,1,0.186,3.033,0,9.272,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"748.00,-614.90",748.00,-614.90,"822.5,-563.5",singleton-street,south-17th-street,89.94,,0.000,0.00,2.90,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"758.00,-146.70",758.00,-146.70,"854.5,16.5",peabody-court,dillon-drive,90.44,,4.500,2.90,2.90,0.001,1,0.000,1,1,0,,sidewalk,,,1.37,1.52,,27,3.277,3.277,4.500,4.050,3.277,0,1.000,3.277,0,15.226,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"758.00,-146.70",758.00,-146.70,"854.5,16.5",dillon-drive,peabody-court,91.15,,4.500,2.90,2.90,0.000,1,0.000,1,0,0,sidewalk,sidewalk,1.37,1.52,1.37,1.52,27,29,3.277,3.277,4.500,4.050,3.277,0,1.000,3.277,0,15.056,0,34,ok,
"76.90,207.70",76.90,207.70,"-132.5,265.0",lafayette-avenue-3,nicholson-place,89.76,,3.351,5.28,1.52,0.001,1,0.000,1,0,1,sidewalk,,0.87,1.52,,,,,2.770,2.770,3.351,3.016,2.770,0,1.000,2.770,0,8.953,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"76.90,207.70",76.90,207.70,"-132.5,265.0",nicholson-place,lafayette-avenue-3,90.18,,4.500,2.39,5.28,0.000,1,0.000,1,1,0,,sidewalk,,,0.87,1.52,,,2.770,2.770,4.500,4.050,2.770,0,1.000,2.770,0,13.895,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"766.10,-180.20",766.10,-180.20,"684.5,-98.0",dillon-drive,hickory-lane,90.87,,4.500,2.90,2.90,0.001,1,0.000,1,1,0,,sidewalk,,,1.37,1.52,,,3.277,3.277,4.500,4.050,3.277,0,1.000,3.277,0,15.103,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"766.10,-180.20",766.10,-180.20,"730.5,-252.0",hickory-lane,dillon-drive,91.08,,4.500,2.90,2.90,0.001,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"767.20,323.40",767.20,323.40,"657.0,431.0",south-13th-street,lafayette-avenue-4,78.75,,0.000,0.00,5.28,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"767.20,323.40",767.20,323.40,"854.5,16.5",lafayette-avenue-4,south-13th-street,102.02,,4.500,5.28,5.50,0.000,1,1.259,1,1,0,lawn,sidewalk,0.00,0.00,3.56,4.21,11,14,4.050,4.050,4.500,4.050,8.151,1,0.472,4.050,0,15.861,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"767.40,-689.30",767.40,-689.30,"706.0,-628.0",south-17th-street,gratiot-street,89.62,,4.500,2.90,14.24,0.001,1,0.000,0,0,1,sidewalk,,4.39,1.52,,,,,4.050,4.050,4.500,4.050,6.291,1,0.621,4.050,0,16.624,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"767.40,-689.30",767.40,-689.30,"808.0,-638.0",gratiot-street,south-17th-street,90.19,,4.500,14.24,2.90,0.001,1,0.000,1,1,0,,sidewalk,,,12.72,1.52,,,4.050,4.050,4.500,4.050,14.625,1,0.258,4.050,0,16.516,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"774.90,89.60",774.90,89.60,"696.5,166.0",park-place-2,park-place-1,98.81,,0.000,1.52,0.00,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"774.90,89.60",774.90,89.60,"821.5,94.5",park-place-1,park-place-2,99.07,,3.947,1.52,1.52,0.001,1,0.000,1,0,1,sidewalk,,0.00,1.52,,,,,1.905,1.905,3.947,3.553,1.905,0,1.000,1.905,0,8.216,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"777.40,103.70",777.40,103.70,"696.5,166.0",park-place-0,park-place-2,98.31,,0.000,0.00,1.52,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"777.40,103.70",777.40,103.70,"821.5,94.5",park-place-2,park-place-0,98.28,,3.889,1.52,1.52,0.001,1,2.923,1,0,0,sidewalk,sidewalk,0.00,1.52,0.00,1.52,,,1.905,1.905,3.889,3.500,1.905,0,1.000,1.905,0,9.453,0,34,ok,
"788.70,51.70",788.70,51.70,"696.5,166.0",park-place-1,park-avenue-3,90.32,,0.000,0.00,4.69,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"788.70,51.70",788.70,51.70,"821.5,94.5",park-avenue-3,park-place-1,89.61,,3.342,4.69,1.52,0.001,1,0.000,1,1,0,,sidewalk,,,0.00,1.52,,,1.905,1.905,3.342,3.008,1.905,0,1.000,1.905,0,7.356,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"792.90,454.70",792.90,454.70,"657.0,431.0",south-tucker-boulevard,soulard-street,89.81,,3.353,4.90,1.52,0.001,1,0.000,0,1,1,,none,,,0.00,0.00,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"792.90,454.70",792.90,454.70,"854.5,16.5",soulard-street,south-tucker-boulevard,90.17,,3.373,1.52,1.53,0.001,1,0.000,0,1,1,,lawn,,,0.00,0.00,,11,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"846.20,129.10",846.20,129.10,"696.5,166.0",south-14th-street-0,park-place-0,83.57,,0.000,1.52,0.00,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"846.20,129.10",846.20,129.10,"821.5,94.5",park-place-0,south-14th-street-0,96.90,,3.790,1.52,1.52,0.000,1,2.400,1,0,0,sidewalk,sidewalk,0.00,1.52,0.00,1.52,,,1.905,1.905,3.790,3.411,1.905,0,1.000,1.905,0,8.465,0,34,ok,
"88.50,412.70",88.50,412.70,"118.0,744.0",motorway-link-15,motorway-link-15,9.03,,0.000,0.00,0.00,0.002,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.002 (likely notConvex or R<=0.05)
"97.10,-713.50",97.10,-713.50,"162.0,-645.0",papin-street-0,south-22nd-street,90.15,,3.372,1.52,1.52,0.001,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"97.10,-713.50",97.10,-713.50,"55.0,-767.0",south-22nd-street,papin-street-0,89.84,,3.355,1.74,1.52,0.000,1,0.000,1,0,1,sidewalk,,0.00,1.52,,,20,,1.905,1.905,3.355,3.019,1.905,0,1.000,1.905,0,7.375,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"97.10,-713.50",97.10,-713.50,"55.0,-767.0",south-22nd-street,papin-street-0,89.87,,3.356,1.52,6.97,0.001,1,0.000,1,1,0,,sidewalk,,,0.00,1.52,,19,1.905,1.905,3.356,3.021,1.905,0,1.000,1.905,0,7.378,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"97.10,-713.50",97.10,-713.50,"55.0,-767.0",papin-street-0,south-22nd-street,90.14,,3.859,6.97,1.74,0.001,1,0.000,1,0,0,sidewalk,sidewalk,0.00,1.52,0.00,1.52,19,20,1.905,1.905,3.859,3.473,1.905,0,1.000,1.905,0,8.854,0,34,ok,
