blockKey,cornerPt_x,cornerPt_z,V_x,V_z,theta_deg,R,R_authored,tl_A,sw_A,tl_B,sw_B,d_A,d_B,diff,ratio,regime,cuspFired,arcLen,rampLen,rampRatio,tlRings,swRings,aspRings,concentric,dropTreeLawn,selfInt,aChain,aSide,bChain,bSide,nArcVerts,nPrevStraightVerts,nNextStraightVerts,fbFound
"821.5,94.5",787.32,65.58,788.70,51.70,89.6,3.34,no,0.00,1.52,,,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.27,,,0,1,0,0,0,0,South 14th Street,right,,,17,0,3,1
"-592.5,-79.0",-369.32,-246.06,-355.00,-253.90,52.0,2.12,no,0.00,1.52,1.00,3.69,0.88,1.91,1.03,0.46,ASYM,1,5.45,,,1,1,1,0,0,0,South Jefferson Avenue,right,Park Avenue,right,17,5,8,1
"-592.5,-79.0",-437.80,122.95,-426.40,134.10,77.5,2.80,no,,,0.00,1.52,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,4.86,,,0,1,1,0,0,0,,,South Jefferson Avenue,right,17,8,1,1
"-592.5,-79.0",-615.92,96.07,-623.30,105.60,89.2,3.32,no,,,,,,,,,NEITHER-EMITTED,0,5.26,,,0,0,0,0,0,0,,,,,17,1,8,0
"-592.5,-79.0",-627.14,94.32,-623.30,105.60,90.8,3.41,no,,,,,,,,,NEITHER-EMITTED,0,5.30,,,0,0,0,0,0,0,,,,,17,8,1,0
"-592.5,-79.0",-814.39,65.20,-822.00,74.70,89.5,3.34,no,0.00,1.52,,,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.27,,,0,1,1,0,0,0,California Avenue,left,,,17,1,2,1
"-592.5,-79.0",-768.00,-217.95,-772.90,-225.00,90.1,3.37,no,,,0.00,1.52,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.28,,,0,1,1,0,0,0,,,California Avenue,left,17,2,17,1
"-592.5,-79.0",-423.53,-160.18,-416.40,-164.20,87.1,3.21,no,0.00,1.52,,,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.86,,,0,1,1,0,0,0,Saint Vincent Avenue,left,,,17,17,20,1
"-592.5,-79.0",-568.48,-197.36,-575.20,-192.30,89.6,3.34,no,,,0.00,1.52,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.27,,,0,1,1,0,0,0,,,Saint Vincent Avenue,left,17,20,1,1
"-592.5,-79.0",-553.86,-281.54,-558.50,-288.50,89.3,3.32,no,1.00,3.69,,,2.99,2.99,0.00,1.00,SYM-WITH-RAMP,1,5.26,2.00,0.38,1,1,1,0,0,0,Park Avenue,right,,,17,1,5,1
"456.5,15.0",515.29,-44.22,521.90,-48.30,101.8,4.17,no,0.00,1.52,1.00,3.69,1.47,3.75,2.27,0.39,ASYM,1,5.68,,,1,1,1,0,0,1,Dolman Street,right,Park Avenue,right,17,2,2,1
"456.5,15.0",491.02,107.30,495.80,115.40,89.8,3.35,no,,,0.00,1.52,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.28,,,0,1,0,0,0,0,,,Dolman Street,right,17,2,0,1
"456.5,15.0",397.61,91.99,394.50,98.80,90.2,3.38,no,,,,,,,,,NEITHER-EMITTED,0,5.29,,,0,0,0,0,0,0,,,,,17,0,0,0
"456.5,15.0",425.06,-80.16,424.40,-88.70,58.4,4.09,no,1.00,3.69,,,3.68,3.68,0.00,1.00,SYM-WITH-RAMP,1,8.69,2.00,0.23,1,1,1,0,0,0,Park Avenue,right,,,17,0,2,1
"-888.0,-141.5",-763.62,-315.18,-756.70,-320.20,89.6,3.34,no,,,1.00,3.69,3.01,3.01,0.00,1.00,SYM-WITH-RAMP,1,5.27,2.00,0.38,1,1,0,0,0,0,,,Park Avenue,right,17,2,0,1
"-888.0,-141.5",-777.78,-231.96,-772.90,-225.00,91.2,3.43,no,0.00,1.52,,,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.32,,,0,1,1,0,0,0,Saint Vincent Avenue,left,,,17,0,12,1
"-888.0,-141.5",-779.81,-219.78,-772.90,-225.00,89.1,3.32,no,,,0.00,1.52,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.26,,,0,1,0,0,0,0,,,Saint Vincent Avenue,left,17,12,0,1
"-888.0,-141.5",-794.09,-132.39,-789.00,-126.50,89.8,3.36,no,0.84,1.52,,,2.75,2.75,0.00,1.00,SYM-WITH-RAMP,0,5.28,2.00,0.38,1,1,0,0,0,0,Eads Avenue,right,,,17,0,4,1
"-888.0,-141.5",-795.70,-122.57,-789.00,-126.50,90.1,3.37,no,,,0.84,1.52,2.75,2.75,0.00,1.00,SYM-WITH-RAMP,0,5.29,2.00,0.38,1,1,1,0,0,0,,,Eads Avenue,right,17,4,0,1
"-888.0,-141.5",-810.29,-33.64,-805.60,-25.30,90.5,3.39,no,0.00,1.52,,,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.30,,,0,1,0,0,0,0,Henrietta Street,right,,,17,0,2,1
"-888.0,-141.5",-812.72,-18.79,-805.60,-25.30,89.5,3.34,no,,,0.00,1.52,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.27,,,0,1,0,0,0,0,,,Henrietta Street,right,17,2,0,1
"-888.0,-141.5",-826.19,63.34,-822.00,74.70,90.2,3.38,no,,,,,,,,,NEITHER-EMITTED,0,5.29,,,0,0,0,0,0,0,,,,,17,0,1,0
"-888.0,-141.5",-1012.54,32.76,-1020.20,42.20,90.0,3.37,no,0.00,1.52,,,1.91,1.91,0.00,1.00,SYM-NO-RAMP,0,5.28,,,0,1,1,0,0,0,Nebraska Avenue,left,,,17,1,4,1
"-888.0,-141.5",-949.78,-347.76,-954.30,-357.50,68.2,2.50,no,1.00,3.69,0.00,1.52,2.25,0.99,1.26,0.44,ASYM,1,4.89,,,1,1,1,0,0,1,Park Avenue,right,Nebraska Avenue,left,17,4,2,1
"-1038.5,-14.0",-1024.46,30.80,-1020.20,42.20,90.0,3.36,no,,,,,,,,,NEITHER-EMITTED,0,5.28,,,0,0,0,0,0,0,,,,,17,1,5,0
"-1038.5,-14.0",-1011.87,-49.76,-1004.80,-56.20,91.1,3.43,no,,,,,,,,,NEITHER-EMITTED,0,5.31,,,0,0,0,0,0,0,,,,,17,5,1,0
"684.5,-98.0",717.53,-34.64,725.60,-29.10,90.9,4.50,no,1.37,1.52,1.37,1.52,3.28,3.28,0.00,1.00,SYM-WITH-RAMP,0,6.99,2.00,0.29,1,1,0,1,0,0,Rutger Lane,left,Dillon Drive,right,17,2,2,1
"684.5,-98.0",715.81,-28.17,725.60,-29.10,90.0,4.50,no,,,1.37,1.52,3.28,3.28,0.00,1.00,SYM-WITH-RAMP,0,7.07,2.00,0.28,1,1,1,0,0,0,,,Rutger Lane,left,17,2,0,1
"684.5,-98.0",707.54,3.85,714.70,13.10,83.3,4.50,no,,,,,,,,,NEITHER-EMITTED,0,7.62,,,0,0,0,0,0,0,,,,,17,0,0,0
"684.5,-98.0",613.18,-31.57,609.70,-26.40,95.3,4.50,no,,,,,,,,,NEITHER-EMITTED,0,6.65,,,0,0,0,0,0,0,,,,,17,0,0,0
"684.5,-98.0",622.86,-67.14,621.00,-67.90,165.9,4.50,no,7.03,1.52,,,4.05,4.05,0.00,1.00,SYM-WITH-RAMP,1,1.11,0.44,0.40,1,1,0,0,0,0,Grattan Street,right,,,17,0,2,1
"684.5,-98.0",668.71,-198.86,668.40,-205.40,90.6,4.50,no,,,7.03,1.52,4.05,4.05,0.00,1.00,SYM-WITH-RAMP,1,7.02,2.00,0.28,1,1,1,0,0,0,,,Grattan Street,right,17,2,0,1
"684.5,-98.0",755.67,-176.43,766.10,-180.20,90.9,4.50,no,1.37,1.52,,,3.28,3.28,0.00,1.00,SYM-WITH-RAMP,0,7.00,2.00,0.29,1,1,1,0,0,1,Dillon Drive,right,,,17,0,2,1
"653.5,-236.0",695.38,-439.89,690.90,-449.90,60.9,3.02,no,12.78,1.52,12.78,1.52,2.72,2.72,0.00,1.00,SYM-WITH-RAMP,1,6.60,2.00,0.30,1,1,1,1,0,0,Truman Parkway,left,Truman Parkway,left,17,23,23,1
"611.0,-247.0",597.70,-37.61,598.00,-31.00,84.1,4.50,no,,,2.13,1.52,4.03,4.03,0.00,1.00,SYM-WITH-RAMP,0,7.53,2.00,0.27,0,0,0,0,0,0,,,Truman Parkway,right,17,11,1,0
"611.0,-247.0",528.50,-60.24,522.80,-55.60,98.5,4.50,no,1.38,1.52,,,3.28,3.28,0.00,1.00,SYM-WITH-RAMP,0,6.40,2.00,0.31,1,1,1,0,0,0,Dolman Street,left,,,17,1,2,1
"611.0,-247.0",579.86,-254.29,576.60,-261.40,87.5,3.23,no,0.00,1.52,1.38,1.52,1.71,2.91,1.20,0.59,ASYM,1,5.22,,,1,1,1,0,0,0,Hickory Street,right,Dolman Street,left,17,2,2,1
"611.0,-247.0",582.89,-265.47,576.60,-261.40,92.4,3.50,no,1.38,1.52,0.00,1.52,3.15,1.84,1.31,0.58,ASYM,1,5.35,,,1,1,1,0,0,1,Dolman Street,left,Hickory Street,right,17,2,9,1
"611.0,-247.0",634.34,-455.59,631.70,-465.20,90.1,4.41,no,2.13,1.52,1.38,1.52,3.97,3.23,0.74,0.81,SYM-WITH-RAMP,1,6.91,2.00,0.29,1,1,1,1,0,0,Truman Parkway,right,Dolman Street,left,17,9,11,1
